Sales Date,Price,Item count
28/05/2017 13:10,1454.00,19
28/05/2017 13:05,1493.00,10
28/05/2017 13:05,1204.00,15
28/05/2017 13:05,1530.00,16
28/05/2017 12:50,2751.00,11
28/05/2017 12:40,2403.00,16
28/05/2017 12:40,2313.00,11
28/05/2017 12:35,1911.00,11
28/05/2017 12:25,2838.00,17
28/05/2017 12:25,2517.00,20
28/05/2017 12:10,2741.00,17
28/05/2017 12:00,1878.00,15
28/05/2017 12:00,1361.00,16
28/05/2017 11:45,1117.00,11
28/05/2017 11:40,2876.00,18
28/05/2017 11:35,1205.00,15
28/05/2017 11:35,1167.00,20
28/05/2017 11:15,2047.00,18
28/05/2017 11:15,1672.00,15
28/05/2017 11:15,2586.00,19
28/05/2017 11:05,1155.00,19
28/05/2017 10:55,2742.00,13
28/05/2017 10:50,1723.00,11
28/05/2017 10:50,1862.00,18
28/05/2017 10:45,1971.00,17
28/05/2017 10:45,1726.00,18
28/05/2017 10:45,1085.00,16
28/05/2017 10:45,1932.00,12
28/05/2017 10:45,2734.00,12
28/05/2017 10:35,2130.00,17
28/05/2017 10:35,1144.00,11
28/05/2017 10:10,2779.00,10
28/05/2017 10:10,1503.00,11
28/05/2017 10:00,1913.00,20
28/05/2017 9:55,2306.00,11
28/05/2017 9:50,1751.00,20
28/05/2017 9:50,1297.00,19
28/05/2017 9:35,2107.00,14
28/05/2017 9:35,2986.00,14
28/05/2017 9:20,2886.00,17
28/05/2017 9:20,1423.00,16
28/05/2017 9:10,1890.00,17
28/05/2017 9:10,2744.00,12
28/05/2017 8:50,2248.00,10
28/05/2017 8:40,2453.00,14
28/05/2017 8:35,1297.00,16
28/05/2017 8:30,2273.00,13
28/05/2017 8:30,1940.00,20
28/05/2017 8:30,2892.00,17
28/05/2017 8:30,1105.00,18
28/05/2017 8:30,2004.00,14
28/05/2017 8:30,1919.00,10
28/05/2017 8:15,1656.00,10
28/05/2017 8:10,1422.00,17
28/05/2017 8:00,2667.00,12
28/05/2017 8:00,1382.00,10
28/05/2017 7:45,2304.00,18
28/05/2017 7:30,1476.00,15
28/05/2017 7:05,2973.00,19
28/05/2017 7:05,1861.00,13
28/05/2017 7:00,2226.00,15
28/05/2017 6:50,1573.00,19
28/05/2017 1:35,2403.00,19
28/05/2017 1:10,1946.00,11
28/05/2017 0:30,1026.00,11
28/05/2017 0:10,1899.00,13
27/05/2017 23:55,1955.00,17
27/05/2017 23:45,1304.00,19
27/05/2017 23:45,1729.00,15
27/05/2017 23:25,1556.00,16
27/05/2017 23:25,1490.00,14
27/05/2017 23:25,1266.00,15
27/05/2017 23:25,1155.00,19
27/05/2017 23:25,1453.00,15
27/05/2017 22:30,1149.00,17
27/05/2017 21:35,2409.00,19
27/05/2017 21:35,1047.00,17
27/05/2017 21:30,2387.00,18
27/05/2017 21:20,1204.00,10
27/05/2017 21:20,1002.00,15
27/05/2017 21:15,2963.00,12
27/05/2017 20:50,2792.00,10
27/05/2017 20:50,1874.00,11
27/05/2017 20:45,2718.00,16
27/05/2017 20:40,1644.00,10
27/05/2017 20:40,2225.00,18
27/05/2017 20:00,2609.00,13
27/05/2017 19:50,2785.00,14
27/05/2017 19:35,1199.00,20
27/05/2017 19:25,2906.00,12
27/05/2017 19:25,2123.00,11
27/05/2017 19:25,2756.00,15
27/05/2017 19:15,2022.00,14
27/05/2017 19:10,1927.00,19
27/05/2017 19:10,1995.00,15
27/05/2017 18:45,1069.00,10
27/05/2017 18:30,1333.00,11
27/05/2017 18:30,2541.00,12
27/05/2017 18:30,2375.00,10
27/05/2017 18:30,2774.00,19
27/05/2017 18:30,1867.00,13
27/05/2017 18:30,2156.00,16
27/05/2017 18:15,1740.00,10
27/05/2017 18:15,2629.00,20
27/05/2017 18:15,2280.00,13
27/05/2017 18:05,1728.00,16
27/05/2017 18:05,2000.00,12
27/05/2017 18:00,2913.00,14
27/05/2017 17:45,2885.00,15
27/05/2017 17:35,1279.00,17
27/05/2017 17:10,1857.00,16
27/05/2017 17:10,1287.00,16
27/05/2017 16:55,2788.00,20
27/05/2017 16:45,1513.00,14
27/05/2017 16:45,2132.00,17
27/05/2017 16:45,2269.00,19
27/05/2017 16:45,1665.00,18
27/05/2017 16:40,1707.00,10
27/05/2017 16:30,2651.00,16
27/05/2017 16:25,1440.00,19
27/05/2017 16:25,1438.00,11
27/05/2017 15:55,2977.00,11
27/05/2017 15:55,2743.00,10
27/05/2017 15:55,1639.00,13
27/05/2017 15:45,1375.00,17
27/05/2017 15:45,2052.00,11
27/05/2017 15:45,1378.00,13
27/05/2017 15:35,1920.00,18
27/05/2017 15:30,1116.00,20
27/05/2017 15:30,1383.00,20
27/05/2017 15:00,2245.00,13
27/05/2017 15:00,1943.00,17
27/05/2017 15:00,2186.00,15
27/05/2017 15:00,2140.00,16
27/05/2017 14:50,2158.00,11
27/05/2017 14:50,1525.00,20
27/05/2017 14:30,1657.00,16
27/05/2017 14:25,2662.00,10
27/05/2017 14:25,1372.00,12
27/05/2017 14:15,1055.00,13
27/05/2017 14:10,1741.00,13
27/05/2017 14:10,1456.00,11
27/05/2017 14:05,1778.00,20
27/05/2017 13:55,1349.00,16
27/05/2017 13:30,2125.00,20
27/05/2017 13:30,1731.00,14
27/05/2017 13:30,2280.00,20
27/05/2017 13:30,2543.00,18
27/05/2017 13:30,2840.00,17
27/05/2017 13:25,1109.00,10
27/05/2017 13:20,1285.00,15
27/05/2017 13:15,2076.00,13
27/05/2017 13:05,1484.00,13
27/05/2017 12:50,1959.00,14
27/05/2017 12:35,2738.00,12
27/05/2017 12:35,1060.00,14
27/05/2017 12:30,1846.00,18
27/05/2017 12:25,2795.00,12
27/05/2017 12:25,1529.00,10
27/05/2017 12:25,2361.00,17
27/05/2017 12:15,1738.00,15
27/05/2017 12:10,1981.00,11
27/05/2017 12:00,1762.00,12
27/05/2017 12:00,1521.00,10
27/05/2017 11:50,2756.00,14
27/05/2017 11:45,2827.00,12
27/05/2017 11:35,2013.00,18
27/05/2017 11:35,2593.00,11
27/05/2017 11:30,2220.00,12
27/05/2017 11:25,2645.00,18
27/05/2017 11:25,1720.00,15
27/05/2017 11:25,1621.00,20
27/05/2017 11:15,1619.00,12
27/05/2017 11:05,2005.00,13
27/05/2017 10:55,2531.00,17
27/05/2017 10:45,1395.00,13
27/05/2017 10:45,1319.00,13
27/05/2017 10:35,1611.00,14
27/05/2017 10:35,2335.00,17
27/05/2017 10:35,2304.00,15
27/05/2017 10:20,1177.00,13
27/05/2017 10:15,1021.00,19
27/05/2017 10:10,1824.00,10
27/05/2017 10:10,1702.00,14
27/05/2017 9:30,1230.00,16
27/05/2017 9:20,1129.00,19
27/05/2017 9:20,2991.00,17
27/05/2017 9:20,1632.00,18
27/05/2017 9:20,2450.00,12
27/05/2017 9:20,2259.00,15
27/05/2017 9:20,1589.00,14
27/05/2017 9:20,2994.00,16
27/05/2017 9:20,2491.00,20
27/05/2017 9:20,1639.00,16
27/05/2017 9:20,1459.00,13
27/05/2017 8:55,2431.00,20
27/05/2017 8:55,2752.00,17
27/05/2017 8:55,1494.00,16
27/05/2017 8:25,2154.00,13
27/05/2017 7:45,1609.00,20
27/05/2017 7:40,2850.00,15
27/05/2017 7:30,1989.00,17
27/05/2017 7:20,2614.00,15
27/05/2017 7:15,2218.00,14
27/05/2017 7:00,2594.00,13
27/05/2017 7:00,2810.00,18
27/05/2017 6:50,1886.00,16
27/05/2017 6:35,1070.00,18
27/05/2017 5:10,1587.00,13
27/05/2017 1:35,2257.00,14
27/05/2017 0:55,2005.00,19
26/05/2017 23:55,1357.00,11
26/05/2017 22:00,2420.00,20
26/05/2017 22:00,1743.00,14
26/05/2017 22:00,1238.00,18
26/05/2017 22:00,1913.00,12
26/05/2017 22:00,2638.00,18
26/05/2017 22:00,1310.00,12
26/05/2017 22:00,2805.00,15
26/05/2017 22:00,2451.00,16
26/05/2017 22:00,1169.00,11
26/05/2017 22:00,1279.00,18
26/05/2017 22:00,1526.00,20
26/05/2017 22:00,1337.00,10
26/05/2017 22:00,2920.00,16
26/05/2017 22:00,2067.00,17
26/05/2017 22:00,2163.00,11
26/05/2017 22:00,1066.00,15
26/05/2017 22:00,2589.00,19
26/05/2017 21:35,1495.00,15
26/05/2017 21:20,1683.00,19
26/05/2017 21:20,2211.00,15
26/05/2017 21:20,2877.00,13
26/05/2017 20:40,2211.00,18
26/05/2017 20:40,1992.00,13
26/05/2017 18:50,2961.00,10
26/05/2017 18:35,1160.00,18
26/05/2017 18:30,2008.00,14
26/05/2017 18:30,2860.00,20
26/05/2017 18:30,2769.00,11
26/05/2017 18:30,2067.00,15
26/05/2017 17:00,2231.00,16
26/05/2017 16:55,2554.00,11
26/05/2017 16:45,2147.00,12
26/05/2017 16:25,2595.00,11
26/05/2017 16:05,2644.00,18
26/05/2017 15:55,1879.00,19
26/05/2017 15:55,1651.00,10
26/05/2017 15:55,1589.00,12
26/05/2017 15:55,2010.00,12
26/05/2017 15:50,1535.00,18
26/05/2017 15:50,1540.00,15
26/05/2017 15:40,2777.00,13
26/05/2017 15:05,1006.00,12
26/05/2017 14:55,2138.00,18
26/05/2017 14:40,2008.00,15
26/05/2017 14:40,1207.00,10
26/05/2017 14:40,2488.00,18
26/05/2017 14:40,2184.00,15
26/05/2017 14:30,2263.00,15
26/05/2017 14:10,2501.00,13
26/05/2017 13:30,2098.00,16
26/05/2017 13:30,2095.00,17
26/05/2017 13:30,1373.00,11
26/05/2017 13:30,1844.00,13
26/05/2017 13:30,2423.00,16
26/05/2017 13:30,2134.00,12
26/05/2017 13:30,1344.00,17
26/05/2017 13:30,2520.00,11
26/05/2017 13:15,1106.00,12
26/05/2017 12:35,2698.00,15
26/05/2017 12:25,1577.00,15
26/05/2017 12:00,1748.00,20
26/05/2017 12:00,1559.00,10
26/05/2017 11:50,2871.00,19
26/05/2017 11:50,1407.00,19
26/05/2017 11:40,2118.00,19
26/05/2017 11:35,2318.00,15
26/05/2017 11:35,1869.00,10
26/05/2017 11:20,1921.00,14
26/05/2017 11:05,1483.00,11
26/05/2017 10:50,2797.00,10
26/05/2017 10:45,1103.00,10
26/05/2017 10:40,1830.00,11
26/05/2017 10:35,1948.00,15
26/05/2017 10:35,2799.00,19
26/05/2017 10:35,1365.00,14
26/05/2017 10:35,2567.00,14
26/05/2017 10:35,2090.00,14
26/05/2017 10:35,1839.00,17
26/05/2017 10:10,1774.00,12
26/05/2017 9:55,2318.00,12
26/05/2017 9:30,1536.00,12
26/05/2017 9:20,2235.00,18
26/05/2017 9:20,1321.00,19
26/05/2017 9:20,2055.00,16
26/05/2017 9:20,1407.00,20
26/05/2017 9:20,1995.00,14
26/05/2017 9:20,1423.00,15
26/05/2017 9:20,2167.00,11
26/05/2017 9:20,2699.00,13
26/05/2017 9:20,2705.00,16
26/05/2017 9:20,1704.00,19
26/05/2017 9:20,2556.00,13
26/05/2017 9:20,2252.00,19
26/05/2017 9:15,1881.00,17
26/05/2017 9:00,2818.00,10
26/05/2017 8:55,1159.00,17
26/05/2017 8:15,2442.00,19
26/05/2017 8:10,2572.00,20
26/05/2017 8:10,2074.00,14
26/05/2017 7:05,1974.00,16
26/05/2017 7:00,2256.00,10
26/05/2017 6:50,2065.00,14
26/05/2017 6:40,1624.00,18
26/05/2017 6:40,2936.00,13
26/05/2017 6:25,2341.00,15
26/05/2017 6:25,2205.00,20
26/05/2017 2:30,2279.00,11
26/05/2017 2:30,2797.00,12
26/05/2017 1:55,2557.00,19
26/05/2017 1:50,1592.00,16
26/05/2017 1:35,2838.00,20
26/05/2017 1:10,2535.00,13
26/05/2017 1:10,1855.00,13
26/05/2017 1:10,2466.00,10
26/05/2017 1:10,1138.00,14
26/05/2017 1:10,1512.00,19
26/05/2017 0:30,1222.00,16
26/05/2017 0:30,2772.00,10
26/05/2017 0:30,1813.00,18
26/05/2017 0:30,1271.00,12
26/05/2017 0:30,2299.00,11
26/05/2017 0:30,1016.00,19
26/05/2017 0:30,2390.00,18
26/05/2017 0:30,1629.00,13
26/05/2017 0:30,2290.00,16
26/05/2017 0:30,1670.00,10
25/05/2017 23:55,2259.00,19
25/05/2017 23:55,2099.00,20
25/05/2017 23:55,1015.00,11
25/05/2017 23:55,1175.00,13
25/05/2017 23:55,1778.00,15
25/05/2017 23:45,1960.00,11
25/05/2017 23:45,2835.00,15
25/05/2017 23:45,1610.00,15
25/05/2017 23:45,1194.00,19
25/05/2017 23:45,1038.00,12
25/05/2017 23:45,2973.00,20
25/05/2017 23:45,2370.00,10
25/05/2017 23:45,2319.00,17
25/05/2017 23:45,2817.00,11
25/05/2017 23:45,1749.00,17
25/05/2017 23:40,1563.00,11
25/05/2017 22:50,1353.00,13
25/05/2017 22:30,2042.00,18
25/05/2017 22:10,1556.00,14
25/05/2017 22:10,1524.00,12
25/05/2017 22:10,1152.00,17
25/05/2017 22:00,2433.00,11
25/05/2017 22:00,1870.00,13
25/05/2017 22:00,2664.00,10
25/05/2017 22:00,1669.00,19
25/05/2017 22:00,1247.00,10
25/05/2017 22:00,1665.00,11
25/05/2017 22:00,1506.00,10
25/05/2017 22:00,2094.00,17
25/05/2017 22:00,2332.00,16
25/05/2017 22:00,1552.00,11
25/05/2017 22:00,2070.00,11
25/05/2017 21:50,2279.00,17
25/05/2017 21:20,2981.00,16
25/05/2017 21:20,1434.00,17
25/05/2017 21:20,2170.00,11
25/05/2017 21:20,2144.00,13
25/05/2017 21:15,2934.00,20
25/05/2017 21:15,2784.00,16
25/05/2017 21:10,1023.00,17
25/05/2017 20:40,2999.00,18
25/05/2017 20:40,1429.00,10
25/05/2017 20:40,1961.00,20
25/05/2017 20:40,2606.00,16
25/05/2017 20:40,2358.00,10
25/05/2017 20:40,2956.00,14
25/05/2017 20:40,1390.00,19
25/05/2017 20:40,2870.00,15
25/05/2017 20:35,2405.00,16
25/05/2017 20:25,2609.00,15
25/05/2017 20:05,1781.00,18
25/05/2017 19:55,1409.00,11
25/05/2017 19:50,1378.00,11
25/05/2017 19:40,2613.00,12
25/05/2017 19:35,1590.00,17
25/05/2017 19:10,2432.00,12
25/05/2017 19:10,1793.00,18
25/05/2017 18:50,2009.00,20
25/05/2017 18:35,1805.00,19
25/05/2017 18:35,1793.00,18
25/05/2017 18:35,2552.00,18
25/05/2017 18:30,1289.00,16
25/05/2017 18:30,1635.00,12
25/05/2017 18:30,1279.00,14
25/05/2017 18:30,1381.00,10
25/05/2017 18:30,2243.00,18
25/05/2017 18:30,1988.00,17
25/05/2017 18:25,2768.00,17
25/05/2017 18:25,2148.00,19
25/05/2017 18:25,2485.00,11
25/05/2017 18:25,2135.00,12
25/05/2017 18:15,2220.00,13
25/05/2017 18:15,2003.00,15
25/05/2017 17:35,1462.00,19
25/05/2017 17:30,1579.00,18
25/05/2017 17:30,1132.00,14
25/05/2017 17:30,2434.00,17
25/05/2017 17:30,2901.00,14
25/05/2017 17:15,2491.00,20
25/05/2017 17:15,2920.00,20
25/05/2017 17:10,1929.00,11
25/05/2017 17:05,2859.00,18
25/05/2017 16:40,1520.00,14
25/05/2017 16:40,1672.00,13
25/05/2017 16:20,1912.00,10
25/05/2017 16:20,1441.00,18
25/05/2017 16:20,2164.00,19
25/05/2017 16:20,1238.00,18
25/05/2017 16:20,1824.00,17
25/05/2017 16:15,2664.00,12
25/05/2017 16:10,1755.00,10
25/05/2017 16:00,2703.00,14
25/05/2017 15:55,1142.00,13
25/05/2017 15:55,1686.00,15
25/05/2017 15:55,2116.00,13
25/05/2017 15:55,2737.00,11
25/05/2017 15:55,1999.00,15
25/05/2017 15:45,1472.00,16
25/05/2017 15:45,1859.00,12
25/05/2017 15:45,1362.00,17
25/05/2017 15:45,2917.00,16
25/05/2017 15:45,2689.00,19
25/05/2017 15:40,1172.00,11
25/05/2017 15:35,1089.00,14
25/05/2017 15:00,2689.00,18
25/05/2017 15:00,1215.00,11
25/05/2017 15:00,1139.00,17
25/05/2017 15:00,2706.00,16
25/05/2017 15:00,2634.00,20
25/05/2017 15:00,1130.00,16
25/05/2017 15:00,2742.00,16
25/05/2017 14:55,2720.00,20
25/05/2017 14:55,1387.00,12
25/05/2017 14:55,1197.00,11
25/05/2017 14:40,1089.00,13
25/05/2017 14:35,1586.00,10
25/05/2017 13:50,1474.00,11
25/05/2017 13:35,2451.00,14
25/05/2017 13:35,1714.00,20
25/05/2017 13:35,2746.00,17
25/05/2017 13:35,2594.00,10
25/05/2017 13:35,1675.00,17
25/05/2017 13:35,2336.00,16
25/05/2017 13:35,2411.00,10
25/05/2017 13:35,1868.00,18
25/05/2017 13:30,1968.00,13
25/05/2017 13:30,1904.00,17
25/05/2017 13:30,1895.00,15
25/05/2017 13:30,2535.00,10
25/05/2017 13:30,1846.00,12
25/05/2017 13:30,2673.00,16
25/05/2017 13:30,2744.00,12
25/05/2017 13:30,2798.00,11
25/05/2017 13:30,1962.00,13
25/05/2017 13:30,2741.00,15
25/05/2017 13:15,1868.00,20
25/05/2017 12:55,2580.00,12
25/05/2017 12:55,1075.00,16
25/05/2017 12:45,2756.00,15
25/05/2017 12:15,1218.00,17
25/05/2017 12:00,2346.00,11
25/05/2017 12:00,1660.00,16
25/05/2017 12:00,2086.00,19
25/05/2017 12:00,2805.00,17
25/05/2017 12:00,1226.00,19
25/05/2017 11:50,1853.00,19
25/05/2017 11:35,2596.00,16
25/05/2017 11:10,2723.00,17
25/05/2017 10:35,2758.00,10
25/05/2017 10:35,2334.00,15
25/05/2017 10:35,1016.00,18
25/05/2017 10:35,1003.00,10
25/05/2017 10:10,1913.00,13
25/05/2017 10:10,1790.00,10
25/05/2017 10:05,2695.00,12
25/05/2017 10:05,2145.00,20
25/05/2017 10:00,1411.00,20
25/05/2017 9:55,2915.00,11
25/05/2017 9:55,1142.00,12
25/05/2017 9:15,1089.00,12
25/05/2017 9:15,1591.00,13
25/05/2017 9:15,2945.00,14
25/05/2017 9:10,2123.00,12
25/05/2017 8:55,2188.00,10
25/05/2017 8:55,2709.00,20
25/05/2017 8:10,2217.00,17
25/05/2017 7:35,2843.00,19
25/05/2017 6:55,1051.00,18
25/05/2017 6:50,1319.00,15
25/05/2017 6:50,1782.00,16
25/05/2017 6:40,2101.00,13
25/05/2017 6:40,1217.00,15
25/05/2017 6:00,1860.00,12
25/05/2017 2:30,2199.00,12
25/05/2017 2:30,1589.00,17
25/05/2017 1:55,2334.00,12
25/05/2017 1:35,1837.00,17
25/05/2017 1:10,1131.00,14
25/05/2017 0:35,1929.00,19
25/05/2017 0:30,1518.00,20
24/05/2017 23:45,2313.00,12
24/05/2017 23:45,2243.00,11
24/05/2017 23:45,2095.00,15
24/05/2017 23:40,2290.00,16
24/05/2017 23:25,2060.00,17
24/05/2017 23:25,2350.00,18
24/05/2017 23:25,2509.00,14
24/05/2017 23:25,2352.00,20
24/05/2017 22:30,1427.00,12
24/05/2017 22:10,2264.00,15
24/05/2017 21:20,2030.00,16
24/05/2017 21:20,2957.00,10
24/05/2017 21:20,2386.00,14
24/05/2017 21:20,1998.00,19
24/05/2017 21:05,2018.00,17
24/05/2017 19:20,1333.00,20
24/05/2017 19:10,1450.00,17
24/05/2017 19:00,1330.00,18
24/05/2017 18:35,2962.00,13
24/05/2017 18:30,1594.00,12
24/05/2017 18:30,2116.00,16
24/05/2017 18:30,2524.00,14
24/05/2017 18:30,2919.00,20
24/05/2017 18:30,2360.00,10
24/05/2017 18:30,2491.00,16
24/05/2017 18:30,2954.00,20
24/05/2017 18:25,2645.00,12
24/05/2017 18:25,1404.00,12
24/05/2017 18:15,2678.00,10
24/05/2017 17:10,2403.00,10
24/05/2017 16:55,2255.00,17
24/05/2017 16:05,1567.00,13
24/05/2017 15:30,2882.00,10
24/05/2017 14:55,2534.00,20
24/05/2017 14:55,1928.00,12
24/05/2017 14:00,2140.00,14
24/05/2017 13:30,1258.00,19
24/05/2017 13:30,2938.00,19
24/05/2017 13:30,1706.00,10
24/05/2017 13:30,2684.00,20
24/05/2017 13:30,2043.00,11
24/05/2017 13:25,2222.00,13
24/05/2017 12:00,1816.00,11
24/05/2017 12:00,2318.00,16
24/05/2017 9:55,1642.00,13
24/05/2017 9:35,2147.00,16
24/05/2017 9:20,2093.00,13
24/05/2017 9:20,2931.00,19
24/05/2017 9:20,2592.00,20
24/05/2017 9:20,1699.00,11
24/05/2017 9:20,1039.00,17
24/05/2017 9:20,1641.00,20
24/05/2017 9:10,1527.00,15
24/05/2017 8:55,2403.00,15
24/05/2017 8:40,2015.00,12
24/05/2017 8:35,2170.00,19
24/05/2017 8:35,2556.00,18
24/05/2017 8:00,1976.00,18
24/05/2017 6:50,2355.00,19
24/05/2017 6:25,2899.00,14
24/05/2017 1:55,1380.00,17
24/05/2017 1:10,2946.00,15
24/05/2017 1:10,1743.00,10
24/05/2017 1:10,1964.00,16
24/05/2017 1:05,1432.00,14
24/05/2017 1:05,2676.00,19
23/05/2017 23:55,2801.00,18
23/05/2017 23:45,2833.00,17
23/05/2017 23:45,2919.00,15
23/05/2017 23:45,2382.00,14
23/05/2017 23:30,2526.00,14
23/05/2017 23:00,2908.00,17
23/05/2017 22:10,1388.00,17
23/05/2017 22:10,1669.00,14
23/05/2017 22:00,1192.00,12
23/05/2017 22:00,1949.00,17
23/05/2017 22:00,1623.00,14
23/05/2017 22:00,1255.00,18
23/05/2017 22:00,1914.00,12
23/05/2017 22:00,1264.00,12
23/05/2017 22:00,2301.00,19
23/05/2017 22:00,2840.00,13
23/05/2017 22:00,2003.00,11
23/05/2017 22:00,2376.00,11
23/05/2017 21:35,2878.00,20
23/05/2017 21:20,2723.00,14
23/05/2017 21:20,1423.00,20
23/05/2017 21:15,1150.00,11
23/05/2017 21:10,1397.00,17
23/05/2017 21:05,2581.00,10
23/05/2017 21:05,2779.00,12
23/05/2017 20:55,2619.00,14
23/05/2017 20:05,1398.00,20
23/05/2017 20:00,2281.00,18
23/05/2017 19:55,2779.00,16
23/05/2017 19:45,2042.00,12
23/05/2017 19:45,2082.00,11
23/05/2017 19:35,2390.00,18
23/05/2017 19:25,1310.00,18
23/05/2017 19:10,1901.00,14
23/05/2017 18:35,1176.00,10
23/05/2017 18:35,2153.00,20
23/05/2017 18:30,1319.00,10
23/05/2017 18:30,2934.00,13
23/05/2017 18:25,2230.00,16
23/05/2017 18:25,2230.00,11
23/05/2017 18:25,1939.00,17
23/05/2017 17:40,2672.00,16
23/05/2017 17:35,2616.00,10
23/05/2017 17:30,1521.00,11
23/05/2017 17:30,2736.00,20
23/05/2017 17:10,1731.00,20
23/05/2017 17:05,2951.00,12
23/05/2017 16:40,1769.00,18
23/05/2017 16:20,2027.00,19
23/05/2017 16:15,1948.00,15
23/05/2017 15:45,1006.00,10
23/05/2017 15:45,1504.00,13
23/05/2017 15:45,1183.00,11
23/05/2017 15:45,1858.00,20
23/05/2017 14:50,1787.00,16
23/05/2017 14:40,1625.00,11
23/05/2017 14:40,1716.00,14
23/05/2017 14:40,2491.00,13
23/05/2017 14:35,1004.00,18
23/05/2017 14:30,1979.00,18
23/05/2017 14:25,1503.00,20
23/05/2017 14:25,2159.00,16
23/05/2017 14:25,1047.00,15
23/05/2017 14:15,1928.00,19
